2010;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
2011;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
2012;6 (Charles de Gaulle - Etoile/Nation);metro
2014;7B (Louis Blanc/Pré-Saint-Gervais);metro
2015;8 (Pointe du Lac/Balard);metro
2015;9 (Mairie de Montreuil/Pont de Sèvres);metro
2016;7B (Louis Blanc/Pré-Saint-Gervais);metro
2017;8 (Pointe du Lac/Balard);metro
2018;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
2019;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
2021;FUN (Gare haute/Gare basse);metro
2022;FUN (Gare haute/Gare basse);metro
11037;ORV (Orly-Sud/Antony);metro
11038;ORV (Orly-Sud/Antony);metro
11039;ORV (Orly-Sud/Antony);metro
21582;8 (Pointe du Lac/Balard);metro
21583;8 (Pointe du Lac/Balard);metro
22439;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
22441;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
22442;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
22443;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
23674;8 (Pointe du Lac/Balard);metro
50047;14 (Olympiades/Saint-Lazare);metro
50055;14 (Olympiades/Saint-Lazare);metro
50399;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
50622;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
51020;14 (Olympiades/Saint-Lazare);metro
54166;8 (Pointe du Lac/Balard);metro
54244;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
55329;11 (Châtelet/Mairie des Lilas);metro
55330;11 (Châtelet/Mairie des Lilas);metro
55372;9 (Mairie de Montreuil/Pont de Sèvres);metro
171507;14 (Olympiades/Saint-Lazare);metro
225436;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
225437;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
228266;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
397629;8 (Pointe du Lac/Balard);metro
454595;12 (Front Populaire/Mairie d'Issy);metro
466736;4 (Mairie de Montrouge/Porte de Clignancourt);metro
1624;A (Marne-la-Vallée-Chessy - Boissy-St-Leger/Cergy-St-Christophe - Poissy - St-Germain-en-Laye);rer
1626;B (St-Rémy-les-Chevreuse - Robinson/Roissy-Aéroport-Charles-de-Gaulle - Mitry-Claye);rer
1629;A (Marne-la-Vallée-Chessy - Boissy-St-Leger/Cergy-St-Christophe - Poissy - St-Germain-en-Laye);rer
1637;A (Marne-la-Vallée-Chessy - Boissy-St-Leger/Cergy-St-Christophe - Poissy - St-Germain-en-Laye);rer
1642;A (Marne-la-Vallée-Chessy - Boissy-St-Leger/Cergy-St-Christophe - Poissy - St-Germain-en-Laye);rer
1655;A (Marne-la-Vallée-Chessy - Boissy-St-Leger/Cergy-St-Christophe - Poissy - St-Germain-en-Laye);rer
1668;B (St-Rémy-les-Chevreuse - Robinson/Roissy-Aéroport-Charles-de-Gaulle - Mitry-Claye);rer
1675;A (Marne-la-Vallée-Chessy - Boissy-St-Leger/Cergy-St-Christophe - Poissy - St-Germain-en-Laye);rer
1701;B (St-Rémy-les-Chevreuse - Robinson/Roissy-Aéroport-Charles-de-Gaulle - Mitry-Claye);rer
1713;B (St-Rémy-les-Chevreuse - Robinson/Roissy-Aéroport-Charles-de-Gaulle - Mitry-Claye);rer
1755;A (Marne-la-Vallée-Chessy - Boissy-St-Leger/Cergy-St-Christophe - Poissy - St-Germain-en-Laye);rer
1756;A (Marne-la-Vallée-Chessy - Boissy-St-Leger/Cergy-St-Christophe - Poissy - St-Germain-en-Laye);rer
1757;A (Marne-la-Vallée-Chessy - Boissy-St-Leger/Cergy-St-Christophe - Poissy - St-Germain-en-Laye);rer
1759;A (Marne-la-Vallée-Chessy - Boissy-St-Leger/Cergy-St-Christophe - Poissy - St-Germain-en-Laye);rer
